case_title,case_title_raw,normalized_title,source_pdf,source_school,source_year,page_start,page_end,page_count,industry,case_type,case_type_raw,case_type_normalized,difficulty,difficulty_raw,difficulty_normalized,difficulty_quant,difficulty_qual,difficulty_math,difficulty_structure,difficulty_creativity,concepts_tested,difficulty_visual_present,difficulty_quant_category,firm,round,interviewer_led,is_new_case,is_duplicate_case,unique_case_count_eligible,canonical_case_title,duplicate_of_source_school,duplicate_of_source_year,duplicate_of_case_title,detection_method,extraction_confidence,needs_manual_review,output_pdf_path,difficulty_score,difficulty_rating,difficulty_rating_source,difficulty_notes,difficulty_source,difficulty_confidence,difficulty_model,industry_secondary,industry_notes,industry_source,industry_confidence,industry_model
World Vision,World Vision,world vision,Yale/Darden 2017.pdf,Darden,2017.0,91,99,9,Non-Profit,Growth,Growth,Growth Strategy,2,2,Medium,,,,,,,,,Deloitte,2,,False,False,True,world vision,,,,manual_override_darden_2017,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2017\world-vision.pdf,5.5,Medium,difficulty_scale_1_3,,,,,,The client is a mission-driven non-profit organization providing vision care access in Africa.,openai_calibrated,0.98,gpt-5.4
Maxicure,Maxicure,maxicure,Yale/Darden 2017.pdf,Darden,2017.0,100,105,6,Financial Services,Profitability,Profitability,Profitability,2,2,Medium,,,,,,,,,McKinsey,1,,False,False,True,maxicure,,,,manual_override_darden_2017,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2017\maxicure.pdf,5.5,Medium,difficulty_scale_1_3,,,,,,,,,
Railroad Budget Blowout,Railroad Budget Blowout,railroad budget blowout,Yale/Darden 2017.pdf,Darden,2017.0,106,114,9,Other,Operations,Operations,Operations,2,2,Medium,,,,,,,,,BCG,2,,False,False,True,railroad budget blowout,,,,manual_override_darden_2017,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2017\railroad-budget-blowout.pdf,5.5,Medium,difficulty_scale_1_3,,,,,,,,,
Saving the Payphone Company,Saving the Payphone Company,saving the payphone company,Yale/Darden 2017.pdf,Darden,2017.0,115,123,9,Telecom,Profitability,Profitability,Profitability,2,2,Medium,,,,,,,,,McKinsey,2,,False,False,True,saving the payphone company,,,,manual_override_darden_2017,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2017\saving-the-payphone-company.pdf,5.5,Medium,difficulty_scale_1_3,,,,,,"The client operates payphones, which is a telecommunications service/infrastructure business.",openai_calibrated,0.96,gpt-5.4
Selling Laylays in Bahrain,Selling Laylays in Bahrain,selling laylays in bahrain,Yale/Darden 2017.pdf,Darden,2017.0,124,131,8,Retail / CPG,Profitability,Profitability,Profitability,2,2,Medium,,,,,,,,,A.T. Kearney,1,,False,False,True,selling laylays in bahrain,,,,manual_override_darden_2017,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2017\selling-laylays-in-bahrain.pdf,5.5,Medium,difficulty_scale_1_3,,,,,Manufacturing,"Client manufactures and sells apparel-like consumer garments (abayas), best fitting retail/consumer products with a secondary manufacturing angle.",openai_calibrated,0.88,gpt-5.4
Starbucks' Ice Cream Dream,Starbucks' Ice Cream Dream,starbucks ice cream dream,Yale/Darden 2017.pdf,Darden,2017.0,132,138,7,Retail / CPG,Pricing,Pricing,Pricing,1,1,Easy,A great candidate will ask for data related to each part of their framework with,"In describing the customer and market landscape, a great interviewee will",A great candidate will ask for data related to each part of their framework with,,,,,,Bain,1,,False,False,True,starbucks ice cream dream,,,,manual_override_darden_2017,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2017\starbucks-ice-cream-dream.pdf,3.5,Easy,difficulty_scale_1_3,,,,,,,,,
Transportation TechCo.,Transportation TechCo.,transportation techco,Yale/Darden 2017.pdf,Darden,2017.0,139,147,9,Technology,Market Entry,Market Entry,Market Entry,2,2,Medium,,,,,,,,,Parthenon,1,,False,False,True,transportation techco,,,,manual_override_darden_2017,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2017\transportation-techco.pdf,5.5,Medium,difficulty_scale_1_3,,,,,,,,,
National Express Trucking,National Express Trucking,national express trucking,Yale/Darden 2019.pdf,Darden,2019.0,48,57,10,Transportation & Logistics,Profitability,Profitability,Profitability,1,1,Easy,1,2,,,,,,,Bain & Co.,1,,False,False,True,national express trucking,,,,manual_override_darden_2018_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2019\national-express-trucking.pdf,3.5,Easy,overall_1_3,,,,,,,,,
Styrofoam Situation,Styrofoam Situation,styrofoam situation,Yale/Darden 2019.pdf,Darden,2019.0,58,67,10,Financial Services,Profitability,Profitability,Profitability,1,1,Easy,1,2,,,,,,,BCG,2,,False,False,True,styrofoam situation,,,,manual_override_darden_2018_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2019\styrofoam-situation.pdf,3.5,Easy,overall_1_3,,,,,,,,,
North-South Pharma,North-South Pharma,north south pharma,Yale/Darden 2019.pdf,Darden,2019.0,68,82,15,Healthcare,Profitability,Profitability,Profitability,2,2,Medium,2,2,,,,,,,AT Kearney,1,,False,False,True,north south pharma,,,,manual_override_darden_2018_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2019\north-south-pharma.pdf,5.5,Medium,overall_1_3,,,,,,,,,
Fire Proof Inc.,Fire Proof Inc.,fire proof inc,Yale/Darden 2019.pdf,Darden,2019.0,83,92,10,Manufacturing,Operations,Operations,Operations,2,2,Medium,2,2,,,,,,,Parthenon EY,1,,False,False,True,fire proof inc,,,,manual_override_darden_2018_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2019\fire-proof-inc.pdf,5.5,Medium,overall_1_3,,,,,,,,,
Quality Bottling Co.,Quality Bottling Co.,quality bottling co,Yale/Darden 2019.pdf,Darden,2019.0,93,104,12,Manufacturing,Profitability,Profitability,Profitability,2,2,Medium,2,3,,,,,,,Parthenon EY,1,,False,False,True,quality bottling co,,,,manual_override_darden_2018_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2019\quality-bottling-co.pdf,5.5,Medium,overall_1_3,,,,,,,,,
Canyon Capital,Canyon Capital,canyon capital,Yale/Darden 2019.pdf,Darden,2019.0,105,113,9,Financial Services,Profitability,Profitability,Profitability,3,3,Hard,3,2,,,,,,,Bain & Co.,2,,False,False,True,canyon capital,,,,manual_override_darden_2018_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2019\canyon-capital.pdf,8.0,Hard,overall_1_3,,,,,,,,,
Transportation Tech Co.,Transportation Tech Co.,transportation tech co,Yale/Darden 2019.pdf,Darden,2019.0,114,125,12,Transportation & Logistics,Market Entry,Market Entry,Market Entry,2,2,Medium,2,2,,,,,,,Parthenon EY,1,,False,False,True,transportation tech co,,,,manual_override_darden_2018_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2019\transportation-tech-co.pdf,5.5,Medium,overall_1_3,,,,,,,,,
Lonely Gas Station,Lonely Gas Station,lonely gas station,Yale/Darden 2019.pdf,Darden,2019.0,126,135,10,Financial Services,Profitability,Profitability,Profitability,2,2,Medium,3,1,,,,,,,BCG,2,,False,False,True,lonely gas station,,,,manual_override_darden_2018_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2019\lonely-gas-station.pdf,5.5,Medium,overall_1_3,,,,,,,,,
Rubber Bumper Laboratories,Rubber Bumper Laboratories,rubber bumper laboratories,Yale/Darden 2019.pdf,Darden,2019.0,167,178,12,Manufacturing,Profitability,Profitability,Profitability,3,3,Hard,3,3,,,,,,,McKinsey,1,,False,False,True,rubber bumper laboratories,,,,manual_override_darden_2018_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2019\rubber-bumper-laboratories.pdf,8.0,Hard,overall_1_3,,,,,,,,,
Alpha Aviation,Alpha Aviation,alpha aviation,Yale/Darden 2021.pdf,Darden,2021.0,34,50,17,Transportation & Logistics,Profitability,Profitability,Profitability,,,Medium,,,,,,,,,McKinsey,2,,False,False,True,alpha aviation,,,,manual_override_darden_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2021\alpha-aviation.pdf,5.8,,none,"McKinsey Round 2 airline profitability with route-planning focus suggests multi-step revenue/cost exploration, some ambiguity, and realistic synthesis, but not the data density or math burden of the Hard anchors; it aligns with standard, balanced prep cases like Megabank and Practice Case 9.",openai_calibrated,0.78,gpt-5.1,,,,,
Back It On Up,Back It On Up,back it on up,Yale/Darden 2021.pdf,Darden,2021.0,51,62,12,Technology,M&A,M&A,M&A,,,Easy,,,,,,,,,EYP,2,,False,False,True,back it on up,,,,manual_override_darden_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2021\back-it-on-up.pdf,3.8,,none,"This is a relatively straightforward M&A / valuation discussion case with light quant (mostly conceptual DCF/comps/multiples), clear prompts, and limited exhibit or synthesis burden; it’s more about listing considerations than doing heavy math, closer to beginner-friendly than a full, data-dense MBB-style M&A case.",openai_calibrated,0.86,gpt-5.1,,,,,
The Big Shot,The Big Shot,the big shot,Yale/Darden 2021.pdf,Darden,2021.0,63,77,15,Media & Entertainment,Profitability,Profitability,Profitability,,,Medium,,,,,,,,,Bain,1,,False,False,True,the big shot,,,,manual_override_darden_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2021\the-big-shot.pdf,5.8,,none,"Standard profitability / investment decision case with movie economics: requires building a revenue model from drivers (theaters * seats * fill rate * price), comparing options, and considering qualitative success factors. Math is multi-step but not heavy; ambiguity and synthesis are moderate and comparable to other Round 1 MBB-style cases in the Medium range, slightly above a basic profitability case due to the mix of financial and non-financial factors.",openai_calibrated,0.86,gpt-5.1,,,,,
Contagion Containment,Contagion Containment,contagion containment,Yale/Darden 2021.pdf,Darden,2021.0,78,89,12,Non-Profit,Decision Analysis,Decision Analysis,Investment Decision,,,Medium,,,,,,,,,BCG,2,,False,False,True,contagion containment,,,,manual_override_darden_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2021\contagion-containment.pdf,6.0,,none,"BCG Round 2 decision-analysis case with probabilistic scenarios and an explicit objective trade-off (host-country economic costs vs IOC revenue). Moderate math/expected-value style reasoning and meaningful ambiguity in recommendation, but likely limited exhibits and manageable structure keep it in the middle of the range rather than truly hard.",openai_calibrated,0.78,gpt-5.1,,,,,
Food Frenzy,Food Frenzy,food frenzy,Yale/Darden 2021.pdf,Darden,2021.0,90,101,12,Retail / CPG,Market Entry,Market Entry,Market Entry,,,Medium,,,,,,,,,IDEO,2,,False,False,True,food frenzy,,,,manual_override_darden_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2021\food-frenzy.pdf,6.0,,none,"This is a non-traditional, IDEO-style design/innovation case with very little math but a high ambiguity and synthesis burden: the candidate must build a project plan, design a research and co-creation approach, and connect multiple qualitative threads. It’s more structurally and conceptually demanding than standard medium cases but lacks the heavy quant/complex exhibits of the hard anchors, so it sits at the upper end of Medium.",openai_calibrated,0.78,gpt-5.1,,,,,
A Hairy Ordeal,A Hairy Ordeal,a hairy ordeal,Yale/Darden 2021.pdf,Darden,2021.0,102,115,14,Retail / CPG,Pricing,Pricing,Pricing,,,Medium,,,,,,,,,Bain,1,,False,False,True,a hairy ordeal,,,,manual_override_darden_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2021\a-hairy-ordeal.pdf,5.8,,none,"This Bain-style Round 2 case has multi-step NPV comparison across two business models, requires building and comparing cash flows, handling discount rates, and layering in qualitative factors (risk profile, buy vs build, internal/external considerations). Ambiguity and synthesis demands are higher than simple pricing cases like Seven Flags, but still in line with standard MBB prep and below the complexity of the Hard calibration cases.",openai_calibrated,0.78,gpt-5.1,,,,,
Lizard Insurance,Lizard Insurance,lizard insurance,Yale/Darden 2021.pdf,Darden,2021.0,116,129,14,Insurance,Profitability,Profitability,Profitability,,,Medium,,,,,,,,,Bain,1,,False,False,True,lizard insurance,,,,manual_override_darden_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2021\lizard-insurance.pdf,5.3,,none,"Binary strategic decision (keep vs sell) with multiple sub-options, but overall structure is guided and not highly math-heavy. Ambiguity and synthesis are moderate and comparable to standard round-1 MBB cases, slightly easier than the Hard anchors but more involved than simple profitability drills.",openai_calibrated,0.78,gpt-5.1,,,,,
Met With Problems,Met With Problems,met with problems,Yale/Darden 2021.pdf,Darden,2021.0,130,139,10,Non-Profit,Operations,Operations,Operations,,,Medium,,,,,,,,,BCG,1,,False,False,True,met with problems,,,,manual_override_darden_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2021\met-with-problems.pdf,5.8,,none,"Human capital / HR cost case with multiple staff types, several cost categories (direct, indirect, external), and some framework nuance. Math burden appears light-to-moderate but the ambiguity around drivers and need to segment by employee type and cost levers makes it comparable to standard MBB round-1 difficulty, slightly above a basic profitability case.",openai_calibrated,0.78,gpt-5.1,,,,,
A Messi Decision,A Messi Decision,a messi decision,Yale/Darden 2021.pdf,Darden,2021.0,140,150,11,Sports,M&A,M&A,M&A,,,Medium,,,,,,,,,BCG,1,,False,False,True,a messi decision,,,,manual_override_darden_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2021\a-messi-decision.pdf,6.0,,none,"Valuing Messi as an asset requires multi-step reasoning on incremental cash flows (tickets, jerseys, media), offsetting acquisition costs under budget constraints, and considering competitive and risk dynamics. Math is moderate but not extreme; ambiguity and synthesis demands are higher than simple profitability cases yet still aligned with a realistic but manageable BCG round-1 case.",openai_calibrated,0.78,gpt-5.1,,,,,
New Rubber Plant Investment,New Rubber Plant Investment,new rubber plant investment,Yale/Darden 2021.pdf,Darden,2021.0,151,160,10,Manufacturing,Profitability,Profitability,Profitability,,,Medium,,,,,,,,,AT Kearney,2,,False,False,True,new rubber plant investment,,,,manual_override_darden_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2021\new-rubber-plant-investment.pdf,5.8,,none,"Moderate ambiguity around capacity constraints (trains vs plant), ROI and payback, plus non-financial risk/benefit tradeoffs make this richer than a simple profitability case, but math is still straightforward and exhibits are light—comparable to standard round-2 MBB practice cases.",openai_calibrated,0.86,gpt-5.1,,,,,
PubU,PubU,pubu,Yale/Darden 2021.pdf,Darden,2021.0,161,170,10,Energy & Utilities,Operations,Operations,Operations,,,Easy,,,,,,,,,McKinsey,1,,False,False,True,pubu,,,,manual_override_darden_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2021\pubu.pdf,3.8,,none,"Conceptual, framework-heavy ESG/operations case with low math burden, modest ambiguity, and limited synthesis; closer to beginner-friendly sustainability/operations discussions than to data-dense MBB-style quant cases.",openai_calibrated,0.86,gpt-5.1,,,,,
Whale Hotel,Whale Hotel,whale hotel,Yale/Darden 2021.pdf,Darden,2021.0,171,183,13,Real Estate,Investment Decision,Investment Decision,Investment Decision,,,Medium,,,,,,,,,McKinsey,2,,False,False,True,whale hotel,,,,manual_override_darden_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Darden 2021\whale-hotel.pdf,6.0,,none,"McKinsey Round 2 investment decision with seasonality, utilization, and segment mix requires multi-step revenue/whale calculations and comparison across competitors, plus a go/no-go recommendation; more complex than simple profitability/pricing cases but not as data-dense or ambiguous as the Hard anchors like Telecom Co. or Fintech Startup.",openai_calibrated,0.78,gpt-5.1,,,,,
Maine Apples,Maine Apples,maine apples,Yale/Kellogg 2016.pdf,Kellogg,2016.0,25,29,5,Retail / CPG,New product/market entry,New product/market entry,Market Entry,,quant=8; structure=6 (avg=7.0/10),Medium,8,,,6,,,,,,,,False,False,True,maine apples,,,,manual_override_kellogg_2016,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2016\maine-apples.pdf,7.0,Medium,quant+structure,,,,,,,,,
Kellogg in India,Kellogg in India,kellogg in india,Yale/Kellogg 2016.pdf,Kellogg,2016.0,30,36,7,Education,Market entry,Market entry,Market Entry,,quant=8; structure=5 (avg=6.5/10),Medium,8,,,5,,,,,,,,False,False,True,kellogg in india,,,,manual_override_kellogg_2016,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2016\kellogg-in-india.pdf,6.5,Medium,quant+structure,,,,,,,,,
Rotisserie Ranch,Rotisserie Ranch,rotisserie ranch,Yale/Kellogg 2016.pdf,Kellogg,2016.0,37,43,7,Retail / CPG,New product/market entry,New product/market entry,Market Entry,,quant=6; structure=5 (avg=5.5/10),Medium,6,,,5,,,,,,,True,False,False,True,rotisserie ranch,,,,manual_override_kellogg_2016,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2016\rotisserie-ranch.pdf,5.5,Medium,quant+structure,,,,,,,,,
Tarrant Fixtures,Tarrant Fixtures,tarrant fixtures,Yale/Kellogg 2016.pdf,Kellogg,2016.0,44,47,4,Manufacturing,Profitability,Profitability,Profitability,,quant=8; structure=7 (avg=7.5/10),Hard,8,,,7,,,,,,,,False,False,True,tarrant fixtures,,,,manual_override_kellogg_2016,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2016\tarrant-fixtures.pdf,7.5,Medium,quant+structure,,,,,,,,,
Portkey Inc.,Portkey Inc.,portkey inc,Yale/Kellogg 2016.pdf,Kellogg,2016.0,48,51,4,Transportation & Logistics,New product/market entry,New product/market entry,Market Entry,,quant=5; structure=4 (avg=4.5/10),Medium,5,,,4,,,,,,,,False,False,True,portkey inc,,,,manual_override_kellogg_2016,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2016\portkey-inc.pdf,4.5,Easy,quant+structure,,,,,,,,,
Salty Sole Shoe Co,Salty Sole Shoe Co,salty sole shoe co,Yale/Kellogg 2016.pdf,Kellogg,2016.0,52,58,7,Retail / CPG,Profitability,Profitability,Profitability,,quant=7; structure=6 (avg=6.5/10),Medium,7,,,6,,,,,,,,False,False,True,salty sole shoe co,,,,manual_override_kellogg_2016,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2016\salty-sole-shoe-co.pdf,6.5,Medium,quant+structure,,,,,,,,,
Money Bank Call Center,Money Bank Call Center,money bank call center,Yale/Kellogg 2016.pdf,Kellogg,2016.0,59,64,6,Professional Services,Cost Reduction and M&A,Cost Reduction and M&A,Cost Reduction,,quant=8; structure=9 (avg=8.5/10),Hard,8,,,9,,,,,,,,False,False,True,money bank call center,,,,manual_override_kellogg_2016,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2016\money-bank-call-center.pdf,8.5,Hard,quant+structure,,,,,,,,,
Zephyr Beverages,Zephyr Beverages,zephyr beverages,Yale/Kellogg 2016.pdf,Kellogg,2016.0,65,68,4,Retail / CPG,Opportunity Assessment,Opportunity Assessment,Opportunity Assessment,,quant=1; structure=5 (avg=3.0/10),Easy,1,,,5,,,,,,,,False,False,True,zephyr beverages,,,,manual_override_kellogg_2016,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2016\zephyr-beverages.pdf,3.0,Easy,quant+structure,,,,,,,,,
Shermer Pharma,Shermer Pharma,shermer pharma,Yale/Kellogg 2016.pdf,Kellogg,2016.0,69,76,8,Healthcare,New product/market entry,New product/market entry,Market Entry,,quant=5; structure=5 (avg=5.0/10),Medium,5,,,5,,,,,,,,False,False,True,shermer pharma,,,,manual_override_kellogg_2016,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2016\shermer-pharma.pdf,5.0,Medium,quant+structure,,,,,,,,,
